,date,address,eircode,county,price,not_full_market,vat_exclusive,description,size_description
347,14/01/2010,"5 Castlegate House, Castlegate, Adamstown",,Dublin,167400.88,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
348,14/01/2010,"5 monksfield, abbeyside, dungarvan",X35 2WE6,Waterford,202643.18,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
349,14/01/2010,"58 whitethorn road, clonskeagh",D14 VE51,Dublin,500000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
350,14/01/2010,"7  Castlegate Drive, Adamstown Castle, Adamstown",,Dublin,216750,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
351,14/01/2010,"7  St. John's Drive, Greenpark, Clondalkin",,Dublin,200000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
352,14/01/2010,"8 Connaberry, Slavery, Buncrana",,Donegal,180000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
353,14/01/2010,"85 Johnswood Drive, Ashbourne",A84 6FTD,Meath,265000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
354,14/01/2010,"9 royal canal, bank court",,Dublin,275000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
355,14/01/2010,"98 Willow Park Avenue, Glasnevin, Dublin 11",D11 EV3F,Dublin,405000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
356,14/01/2010,"99 Mellowes Road, Finglas, Dublin 11",D11 ATKY,Dublin,200000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
357,14/01/2010,"Apartment 37 Millrace Court, Phoenix Park Racecourse, Castleknock",D15 92P2,Dublin,240000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
358,14/01/2010,"Apt 348 Carrington Park, Northwood, Santry",D09 DYHV,Dublin,356827,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
359,14/01/2010,"Ardravinna, Schull",,Cork,185000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
360,14/01/2010,"Burrow View, Rathaspeck",,Wexford,290000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
361,14/01/2010,"Carrick, Edenderry",R45 6N3V,Kildare,120000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
362,14/01/2010,"Clough, Gorey",Y25 CRAD,Wexford,370000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
363,14/01/2010,"glosna house, ballylehane lower, ballylinan via athy",,Laois,330000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
364,14/01/2010,"KILAWILLIN, CASTLELYONS",,Cork,50000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
365,14/01/2010,"L'Ancresse, 13 Ardmore, Taylors Hill",,Galway,1100000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
366,14/01/2010,"Leith West, Listowel Road, Tralee",V92 EN48,Kerry,210000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
367,14/01/2010,"Lurgan, Brickens, Claremorris",F12 KANE,Mayo,185000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
368,14/01/2010,"Melrose, 13 Killiney Road, Killiney",,Dublin,490000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
369,14/01/2010,"N1, The Grove, Rathmines",,Dublin,425000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
370,14/01/2010,"No 1  Lavallin Green, Whitechurch",,Cork,290909.09,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
371,14/01/2010,"No 5 The Causeway, Compass Quay, Kinsale",P17 7H0P,Cork,475000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
372,14/01/2010,"No.4 Cnoc Bofin, Dromod",,Leitrim,248000,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
373,14/01/2010,"Oaklodge, Cashelmore, Enniskeane",,Cork,395500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
374,14/01/2010,"POLERONE, MOONCOIN, CO KILKENNY",,Kilkenny,300000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
375,14/01/2010,"Slate Row, Hacketstown",,Carlow,165000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
376,14/01/2010,"Srabra, Lough Allen, Boyle",F52 9XF4,Roscommon,5500,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
377,15/01/2010,"1  Monastry Heights, Clondalkin",,Dublin,250000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
378,15/01/2010,"1 Bellevue Heights, New Ross",Y34 VXEK,Wexford,164500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
379,15/01/2010,"1 Castlegate View, Adamstown Castle, Adamstown",,Dublin,172956,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
380,15/01/2010,"1 dysert, dripsey",,Cork,90000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
381,15/01/2010,"1 Killaloe House, Clare Village, Clare Hall Dublin 17",,Dublin,180616.74,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
382,15/01/2010,"1 Stone Court, Ennis Rd, Newmarket on Fergus",,Clare,166000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
383,15/01/2010,"10 Ailesbury Road, Ballsbridge",D04 6T8F,Dublin,1100000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
384,15/01/2010,"10 Herbert Road, Sandymount",D04 R8P1,Dublin,2030000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
385,15/01/2010,"10 Manor Park, Castleknock, Dublin 15",D15 2A94,Dublin,850000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
386,15/01/2010,"102 Moorehall Rise, Ardee",,Louth,214153,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
387,15/01/2010,"11 CREMORE AVENUE, GRANGE MANOR",,Waterford,167000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
388,15/01/2010,"12 Cois Abhainn, Leitrim Village",,Leitrim,140969.16,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
389,15/01/2010,"12 Old Court Close, Firhouse, Dublin 24",D24 YW7H,Dublin,295000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
390,15/01/2010,"127 Ashfield East, Old Golf Links Road, Kilkenny",R95 40XC,Kilkenny,168000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
391,15/01/2010,"13 Ashley Gardens, Borris Road, Portlaoise",R32 6NF2,Laois,247000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
392,15/01/2010,"13 Rochelle Court, Rochelle, Old Blackrock Road",,Cork,287500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
393,15/01/2010,"144 Blackditch Road, Ballyfermot",,Dublin,150000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
394,15/01/2010,"15 Fernwood Park, Springfield, Dublin 24",D24 RE48,Dublin,175000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
395,15/01/2010,"15 Whitebrook Drive, Whitebrook, Pembrokestown",,Wexford,168760.33,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
396,15/01/2010,"16 St. Enda's Drive, Rathfarnham, Dublin 16",D16 VEAE,Dublin,390000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
397,15/01/2010,"168 Castle Park, Tallaght",,Dublin,100000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
398,15/01/2010,"17D  Cherrywood, Loughlinstown",,Dublin,285000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
399,15/01/2010,"18 Cul Rua, Queen Street, Portlaw",,Waterford,171000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
400,15/01/2010,"18 Meadowlands, Coutmacsherry",,Cork,325000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
401,15/01/2010,"199 Cooley Road, Drimnagh, Dublin 12",D12 P5DD,Dublin,270000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
402,15/01/2010,"1, The Hermitage, Portloaise",,Laois,186000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
403,15/01/2010,"2 Ard Mhuire, Newport",,Tipperary,85000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
404,15/01/2010,"2 Glasnevin Woods, Ballyboggan Road, Dublin 11",D11 KK0C,Dublin,297000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
405,15/01/2010,"2 Keenaghan Close, Kilcar",,Donegal,115000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
406,15/01/2010,"20 Carysfort Woods, Blackrock",A94 HDN5,Dublin,565000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
407,15/01/2010,"21 brookdene, killiney, co dublin",,Galway,360000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
408,15/01/2010,"21 Farranferris Crescent, Farranree, Cork",,Cork,147000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
409,15/01/2010,"21 Preston Brook, Millbrook, Rathangan",,Kildare,215000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
410,15/01/2010,"22 Prospect View, Rathfarnham, Dublin 16",D16 5Y3P,Dublin,393000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
411,15/01/2010,"23A Cul na Greine, Old Bawn, Tallaght",D24 NYRT,Dublin,300000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
412,15/01/2010,"27 Mulvey Park, Dundrum",,Dublin,334000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
413,15/01/2010,"3 Glenmurray Park, Terenure, Dublin 6 W",,Dublin,462000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
414,15/01/2010,"30 Pine Avenue, Westminster Park, Foxrock",D18 84T1,Dublin,440000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
415,15/01/2010,"30 Wadelai Green, Glasnevin, Dublin 9",D09 PNYX,Dublin,320000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
416,15/01/2010,"32 CARSFORT DOWNS, BLACKROCK",A94 8N6Y,Dublin,800000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
417,15/01/2010,"35 Ardkill Place, Garrymore, Ballinagh",,Cavan,120000,FALSE,TRUE,New Dwelling house /Apartment,less than 38 sq metres
418,15/01/2010,"38  Barrack Street, Wexford",Y35 DW9Y,Wexford,150000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
419,15/01/2010,"38 Glenview Park, Kilpedder",,Wicklow,310000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
420,15/01/2010,"3A Castlegrange, Raheen, Limerick",V94 WFY0,Limerick,165000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
421,15/01/2010,"4 old estuary hill, malahide",K36 W831,Dublin,651982.37,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
422,15/01/2010,"40 Talbot Road, Malahide, Co. Dublin",K36 3PY4,Dublin,450000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
423,15/01/2010,"42 Marian Park, Blackrock, Cork",A94 673V,Cork,200000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
424,15/01/2010,"42 OLIVER PLUNKETT AVENUE, MONKSTOWN",,Dublin,285000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
425,15/01/2010,"46 Cherry Garth, Rivervalley, Swords",K67 CHXA,Dublin,232500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
426,15/01/2010,"48 Ardleigh Park, Mullingar",N91 3RH4,Westmeath,153000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
427,15/01/2010,"48 Royal Canal Court, Royal Canal Way, Ashtown",D15 C92F,Dublin,163000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
428,15/01/2010,"49 St. Michael's Road, Longford",N39 93HY,Longford,87000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
429,15/01/2010,"5  Ard na Laoi, Craddockstown, Naas",W91 WRR9,Kildare,400000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
430,15/01/2010,"5 Fainne na Farraige, Ring",,Waterford,130000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
431,15/01/2010,"5 JOHN STREET, TULLOW, CO CARLOW",,Carlow,45000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
432,15/01/2010,"5 Poppyfield Court, Broomfield, Midleton",P25 Y01H,Cork,320000,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
433,15/01/2010,"5 QUAKER ROAD, SUMMERHILL SOUTH, CORK",,Cork,170000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
434,15/01/2010,"50 Ashfield Green, Mulhuddart",,Dublin,200000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
435,15/01/2010,"53 Willow Green, Athlumney Wood, Navan",C15 E07T,Meath,251102,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
436,15/01/2010,"54 Glenavon Park, Ballybrack",,Dublin,180000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
437,15/01/2010,"59 The Grove, Kill St. Lawrence, Airport Road",,Waterford,225000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
438,15/01/2010,"6 Tymonville Lawn, Tallaght",D24 Y9NH,Dublin,182000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
439,15/01/2010,"61 College Orchard, Newbridge, Co. Kildare",W12 E1VP,Kildare,225000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
440,15/01/2010,"62 Wilton Manor, Rathnew, Co Wicklow",,Wicklow,310000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
441,15/01/2010,"64 Cairn Woods, Ballyviniter, Mallow",P51 D9CP,Cork,262500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
442,15/01/2010,"7 SANDYVALE LAWNS, HEADFORD ROAD, GALWAY",H91 CHVA,Galway,205000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
443,15/01/2010,"7 The Courtyard, Market Square, Bundoran",,Donegal,145374.44,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
444,15/01/2010,"7 Westfield Drive, Outrath Road, Kilkenny",R95 5TNE,Kilkenny,153000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
445,15/01/2010,"77 COI S FURAIN, COSMONA, LOUGHREA",H62 HYA5,Galway,132158.58,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
446,15/01/2010,"8 Bissets Strand, Malahide",K36 7W3C,Dublin,350000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
447,15/01/2010,"8 Woodview, Balrothery, Balbriggan",K32 0TP0,Dublin,260000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
448,15/01/2010,"87 St. John's Crescent, Clondalkin, Dublin 22",D22 8TKA,Dublin,179000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
449,15/01/2010,"93 Binn Eadair View, Sutton, Dublin",D13 N996,Dublin,327000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
450,15/01/2010,"94 Lismore Park, Waterford",X91 4Y73,Waterford,168000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
451,15/01/2010,"Apt 11 The Court, Dunboyne Castle, Dunboyne",A86 F59T,Meath,158903,FALSE,TRUE,New Dwelling house /Apartment,less than 38 sq metres
452,15/01/2010,"Ballycommon, Nenagh",E45 6XYD,Tipperary,96000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
453,15/01/2010,"Carrownamaddy, Elphin, Roscommon",F42 V299,Roscommon,110000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
454,15/01/2010,"Clancara Lodge, Duncormick, County Wexford",,Wexford,264000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
455,15/01/2010,"Clonfert South, Maynooth",W23 XCYF,Kildare,525000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
456,15/01/2010,"Corcullen, Galway",H91 0HX2,Galway,875000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
457,15/01/2010,"Cornwall, Killurin",,Wexford,155000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
458,15/01/2010,"Curraigraigue, Ballydavid, Tralee",V92 W3DV,Kerry,180000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
459,15/01/2010,"DERRYNAGREW, MONAGHAN",H18 AK7N,Monaghan,325000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
460,15/01/2010,"Fahee South, Carran",,Clare,120000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
461,15/01/2010,"Glennagloghaun North, Monivea, Athenry",H65 5Y96,Galway,65000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
462,15/01/2010,"House No 2, Lismoes, Vermount  Menlough  Ballinasloe",,Galway,129750,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
463,15/01/2010,"Kildalton  Gortrush, Piltown",,Kilkenny,75000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
464,15/01/2010,"Laverna, 2 Clonaslee, Gortlandroe Nenagh",,Tipperary,253000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
465,15/01/2010,"Moylena, Tullamore",R35 3KTK,Offaly,200000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
466,15/01/2010,"No 1 Quarry Lodges, Quarry Cross, Gneeveguilla Rathmore",,Kerry,200000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
467,15/01/2010,"No. 42 The Chestnut, Woodstream, Coolaney",,Sligo,125000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
468,15/01/2010,"Old Road, Monasterboice",,Louth,324000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
469,15/01/2010,"Old Road, Monasterboice",,Louth,324000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
470,15/01/2010,"St. John's, 4  Cherrywood, Loughlinstown",,Dublin,222000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
471,15/01/2010,"The Quay, Kinvara",,Galway,410000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
472,16/01/2010,"10  Ardfield Green, Grange, Douglas",,Cork,227000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
473,18/01/2010,"'Chater Lea', Ballymore, Ratoath",,Meath,410000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
474,18/01/2010,"'Seafield', Sandycove, Kinsale",P17 1VYH,Cork,758250,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
475,18/01/2010,"10 The Downs, Ballymote, County Sligo",F56 8721,Sligo,158589.86,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
476,18/01/2010,"10F The Park, Military Road, Rathmines",D06 PTA8,Dublin,170000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
477,18/01/2010,"11 FERNDALE, CARRIGALINE",P43 YH3H,Cork,337500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
478,18/01/2010,"11 The Paddocks Walk, Adamstown, Co. Dublin",,Dublin,231388,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
479,18/01/2010,"120 Crushrod Avenue, Drogheda",A92 T1DA,Louth,120000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
480,18/01/2010,"14 Killucan Manor Green, Killucan",,Westmeath,187500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
481,18/01/2010,"16 SLIABH BREAGH, ARDEE",,Louth,148000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
482,18/01/2010,"17  Avalon, Arklow",Y14 2T7W,Wicklow,242000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
483,18/01/2010,"17 Tara Court, Ashbourne",A84 6F4W,Meath,150000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
484,18/01/2010,"17 whitehall, paulstown",,Kilkenny,185023,FALSE,TRUE,New Dwelling house /Apartment,less than 38 sq metres
485,18/01/2010,"18 Fan Aoibhinn, Cahir Road, Clonmel",E91 PX84,Tipperary,265000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
486,18/01/2010,"2 St.Nicholas Place, Dublin",D08 PCEE,Dublin,297500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
487,18/01/2010,"23 Thornbrook, Naas",W91 3KE9,Kildare,529000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
488,18/01/2010,"24 Flemingstown, Churchtown, Dublin 14",D14 TXA2,Dublin,526000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
489,18/01/2010,"3 Oakfield, Clonminch, Tullamore",R35 4P50,Offaly,192500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
490,18/01/2010,"30 Chapel Grove, Balbriggan, Co Dublin",K32 41D2,Dublin,10000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
491,18/01/2010,"32 Ballyboden Cresent, Rathfarnham, dublin 16",D16 ERNH,Dublin,266000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
492,18/01/2010,"37 Holywell Crescent, Sea Road, Kilcoole",,Wicklow,200000,TRUE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
493,18/01/2010,"39 The Hermitage, Borris Little, Portlaois",,Laois,180000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
494,18/01/2010,"4 CONVENT ROAD, DONERAILE",,Cork,80000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
495,18/01/2010,"5 Ard na Ba, Kilmore Quay, County Wexford",,Wexford,257709.26,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
496,18/01/2010,"51 Moyard, Shanballa, Lahinch road  Ennis",,Clare,220264.31,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
497,18/01/2010,"6 Laurel Park, Ballinlough Road, Cork",,Cork,290000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
498,18/01/2010,"7 Garrai Glas, Ballydavid, Athenry",H65 EA8E,Galway,185022.02,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
499,18/01/2010,"7 Riverchapel Road, Riverchapel Wood, Courtown",,Wexford,159325.11,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
500,18/01/2010,"8 Iona Road, Mayfield, Cork",,Cork,255000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
501,18/01/2010,"8 KILMASHOGUE GROVE, GREENPARK, WALKINSTOWN",D12 PP75,Dublin,310000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
502,18/01/2010,"8 The Drive, Boyne Road, Navan",C15 E96X,Meath,340000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
503,18/01/2010,"9 Brackenbrainey Wood, Longwood",,Meath,270000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
504,18/01/2010,"9 the odl schoolhouse, mount saint annes, milltown",D06 4A0T,Dublin,310000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
505,18/01/2010,"9 whitebeam road, clonskeagh",D14 6WKN,Dublin,820000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
506,18/01/2010,"APARTMENT 3, SHALIMAR COURT, BALLINCOLLIG",P31 FPX8,Cork,265000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
507,18/01/2010,"Ardbrackan or Wrightown, Kilmessan",,Meath,70000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
508,18/01/2010,"Ballintotty, Nenagh",E45 NTXC,Tipperary,385000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
509,18/01/2010,"Ballypheason, Galway Road, Roscommon",F42 2RA1,Roscommon,246696.03,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
510,18/01/2010,"COOLYDOODY, TALLOW, COUNTY WATERFORD",,Waterford,30000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
511,18/01/2010,"Dreelingstown, Rathmoyce",,Kilkenny,156000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
512,18/01/2010,"ROSSGIER, LIFFORD",F93 PDHA,Donegal,200000,TRUE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
513,18/01/2010,"SITE 51  THE OAKS, LISCREAGH, MURROE",,Limerick,168000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
514,18/01/2010,"Tullamore Road, Kilbeggan",,Westmeath,425000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
515,19/01/2010,"10 Castleknock Brook, Castleknock, Dublin 15",D15 D49A,Dublin,260000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
516,19/01/2010,"103 Royston, Kimmage",,Dublin,280000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
517,19/01/2010,"103 The Drive, Broadale, Douglas",,Cork,340000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
518,19/01/2010,"114 Cloch Og, Oranmore",,Galway,246170.8,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
519,19/01/2010,"12 Newtown Avenue, Newtown Manor, Kill  County Kildare",,Kildare,259500,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
520,19/01/2010,"12 PRIORY HALL, SPAWELL ROAD, WEXFORD",Y35 78F9,Wexford,225000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
521,19/01/2010,"12 The Seasons, Carrigaline",P43 KTKT,Cork,230000,FALSE,TRUE,New Dwelling house /Apartment,less than 38 sq metres
522,19/01/2010,"13 Ash Haven, Oranmore",,Galway,281057.27,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
523,19/01/2010,"15  Croydon Green, Marino",D03 03HX,Dublin,323500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
524,19/01/2010,"161 The Boulevard, Mount Eustace, Tyrrellstown",D15 T440,Dublin,20000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
525,19/01/2010,"182 Ballinclea Heights, Killiney",,Dublin,610000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
526,19/01/2010,"21 Brickfield Gardens, Newry Road, Dundalk",A91 A6N1,Louth,132158.59,TRUE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
527,19/01/2010,"24 Riverwalk, Crossmolina",,Mayo,70000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
528,19/01/2010,"29 Saint Corban's Place, Naas",W91 89XA,Kildare,135000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
529,19/01/2010,"31 LYNN AVENUE, MULLINGAR",N91 PF9E,Westmeath,301500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
530,19/01/2010,"37 dunehaven, ardmine  courtown, wexford",Y35 86K6,Wexford,215000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
531,19/01/2010,"4  Millview Court, Skerries",K34 VX59,Dublin,225000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
532,19/01/2010,"4 Kenilworth Road, Parish of St. Peter, Barony of Newcastle",,Dublin,1000000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
533,19/01/2010,"4 Orchard Court, Gorey",Y25 0W2N,Wexford,180000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
